RNQA,CORPODAGUA,PERIODO,PARAMETRO,N_VALIDO,MEDIA,MEDIANA,DESVIO_PADRAO,MINIMO,MAXIMO
MA-7184-I-1,RIO CODOZINHO,7.0,COND_ELETRICA_ESPECIFICA,2,200.7,200.7,126.00642840744277,111.6,289.8
MA-7184-I-1,RIO CODOZINHO,8.0,COND_ELETRICA_ESPECIFICA,2,245.1,245.1,132.0875467256471,151.7,338.5
MA-7184-I-1,RIO CODOZINHO,9.0,COND_ELETRICA_ESPECIFICA,1,298.6,298.6,,298.6,298.6
MA-7184-I-1,RIO CODOZINHO,10.0,COND_ELETRICA_ESPECIFICA,1,215.6,215.6,,215.6,215.6
MA-7185-I-1,RIACHO PERITORO,3.0,COND_ELETRICA_ESPECIFICA,1,252.1,252.1,,252.1,252.1
MA-7185-I-1,RIACHO PERITORO,4.0,COND_ELETRICA_ESPECIFICA,2,153.4,153.4,37.618080759124325,126.8,180.0
MA-7185-I-1,RIACHO PERITORO,6.0,COND_ELETRICA_ESPECIFICA,2,156.15,156.15,25.809397513308983,137.9,174.4
MA-7185-I-1,RIACHO PERITORO,7.0,COND_ELETRICA_ESPECIFICA,2,114.8,114.8,69.01362184380703,66.0,163.6
MA-7185-I-1,RIACHO PERITORO,8.0,COND_ELETRICA_ESPECIFICA,1,81.8,81.8,,81.8,81.8
MA-7185-I-1,RIACHO PERITORO,9.0,COND_ELETRICA_ESPECIFICA,2,277.75,277.75,178.1201981808913,151.8,403.7
MA-7185-I-1,RIACHO PERITORO,10.0,COND_ELETRICA_ESPECIFICA,2,201.85000000000002,201.85000000000002,74.88260812765537,148.9,254.8
MA-7185-I-1,RIACHO PERITORO,,COND_ELETRICA_ESPECIFICA,2,139.4,139.4,105.50033175303291,64.8,214.0
MA-7185-I-10,RIO ITAPECURU,3.0,COND_ELETRICA_ESPECIFICA,2,39.7,39.7,2.5455844122715696,37.9,41.5
MA-7185-I-10,RIO ITAPECURU,4.0,COND_ELETRICA_ESPECIFICA,2,62.050000000000004,62.050000000000004,24.5366053071732,44.7,79.4
MA-7185-I-10,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,2,58.599999999999994,58.599999999999994,18.38477631085023,45.6,71.6
MA-7185-I-10,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,77.35,77.35,13.505739520663068,67.8,86.9
MA-7185-I-10,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,2,72.85,72.85,28.072139213105945,53.0,92.7
MA-7185-I-10,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,2,69.05000000000001,69.05000000000001,32.314779900225226,46.2,91.9
MA-7185-I-10,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,70.05,70.05,10.11162697096763,62.9,77.2
MA-7185-I-11,RIO ITAPECURU,3.0,COND_ELETRICA_ESPECIFICA,2,33.6,33.6,1.5556349186104066,32.5,34.7
MA-7185-I-11,RIO ITAPECURU,4.0,COND_ELETRICA_ESPECIFICA,2,68.5,68.5,35.7796031280393,43.2,93.8
MA-7185-I-11,RIO ITAPECURU,5.0,COND_ELETRICA_ESPECIFICA,2,36.9,36.9,0.0,36.9,36.9
MA-7185-I-11,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,2,59.0,59.0,21.35462479183373,43.9,74.1
MA-7185-I-11,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,98.5,98.5,40.44650788387051,69.9,127.1
MA-7185-I-11,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,2,70.45,70.45,23.829498525986644,53.6,87.3
MA-7185-I-11,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,2,68.19999999999999,68.19999999999999,32.38549057834387,45.3,91.1
MA-7185-I-11,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,67.1,67.1,8.626702730475877,61.0,73.2
MA-7185-I-12,RIO ITAPECURU,3.0,COND_ELETRICA_ESPECIFICA,2,23.8,23.8,1.4142135623730951,22.8,24.8
MA-7185-I-12,RIO ITAPECURU,4.0,COND_ELETRICA_ESPECIFICA,2,51.1,51.1,33.09259735953042,27.7,74.5
MA-7185-I-12,RIO ITAPECURU,5.0,COND_ELETRICA_ESPECIFICA,2,26.6,26.6,1.5556349186104053,25.5,27.7
MA-7185-I-12,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,2,45.4,45.4,19.233304448274094,31.8,59.0
MA-7185-I-12,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,98.15,98.15,46.45691552395617,65.3,131.0
MA-7185-I-12,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,2,62.849999999999994,62.849999999999994,30.759144981614817,41.1,84.6
MA-7185-I-12,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,2,53.6,53.6,28.708535316173833,33.3,73.9
MA-7185-I-12,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,59.45,59.45,16.617009357883866,47.7,71.2
MA-7185-I-3,RIO TAPUIO,2.0,COND_ELETRICA_ESPECIFICA,2,122.80000000000001,122.80000000000001,23.334523779156072,106.3,139.3
MA-7185-I-3,RIO TAPUIO,3.0,COND_ELETRICA_ESPECIFICA,2,181.35,181.35,165.25085476329616,64.5,298.2
MA-7185-I-3,RIO TAPUIO,4.0,COND_ELETRICA_ESPECIFICA,2,158.35,158.35,74.45834405894345,105.7,211.0
MA-7185-I-3,RIO TAPUIO,5.0,COND_ELETRICA_ESPECIFICA,2,440.4,440.4,60.81118318204309,397.4,483.4
MA-7185-I-3,RIO TAPUIO,6.0,COND_ELETRICA_ESPECIFICA,2,141.2,141.2,3.959797974644652,138.4,144.0
MA-7185-I-3,RIO TAPUIO,7.0,COND_ELETRICA_ESPECIFICA,1,183.9,183.9,,183.9,183.9
MA-7185-I-3,RIO TAPUIO,8.0,COND_ELETRICA_ESPECIFICA,1,186.6,186.6,,186.6,186.6
MA-7185-I-3,RIO TAPUIO,9.0,COND_ELETRICA_ESPECIFICA,2,208.95000000000002,208.95000000000002,99.20708140047263,138.8,279.1
MA-7185-I-3,RIO TAPUIO,10.0,COND_ELETRICA_ESPECIFICA,2,274.15,274.15,11.38441917710341,266.1,282.2
MA-7185-I-3,RIO TAPUIO,,COND_ELETRICA_ESPECIFICA,1,68.7,68.7,,68.7,68.7
MA-7185-I-5,RIO PIRAPEMAS,3.0,COND_ELETRICA_ESPECIFICA,2,292.3,292.3,265.44788565743,104.6,480.0
MA-7185-I-5,RIO PIRAPEMAS,4.0,COND_ELETRICA_ESPECIFICA,2,132.3,132.3,36.62813126546314,106.4,158.2
MA-7185-I-5,RIO PIRAPEMAS,5.0,COND_ELETRICA_ESPECIFICA,2,191.7,191.7,14.283556979968282,181.6,201.8
MA-7185-I-5,RIO PIRAPEMAS,6.0,COND_ELETRICA_ESPECIFICA,2,151.15,151.15,59.60910165402596,109.0,193.3
MA-7185-I-5,RIO PIRAPEMAS,7.0,COND_ELETRICA_ESPECIFICA,2,133.1,133.1,78.63027406794407,77.5,188.7
MA-7185-I-5,RIO PIRAPEMAS,8.0,COND_ELETRICA_ESPECIFICA,2,195.85,195.85,18.738329701443508,182.6,209.1
MA-7185-I-5,RIO PIRAPEMAS,9.0,COND_ELETRICA_ESPECIFICA,2,235.65,235.65,145.59328624631016,132.7,338.6
MA-7185-I-5,RIO PIRAPEMAS,10.0,COND_ELETRICA_ESPECIFICA,2,254.14999999999998,254.14999999999998,0.7778174593052083,253.6,254.7
MA-7185-I-6,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,98.05,98.05,49.42676400493966,63.1,133.0
MA-7185-I-6,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,1,38.7,38.7,,38.7,38.7
MA-7185-I-6,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,2,45.900000000000006,45.900000000000006,23.758787847868,29.1,62.7
MA-7185-I-6,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,49.15,49.15,12.515790027001893,40.3,58.0
MA-7185-I-7,RIO ITAPECURU,3.0,COND_ELETRICA_ESPECIFICA,2,41.3,41.3,5.939696961967001,37.1,45.5
MA-7185-I-7,RIO ITAPECURU,4.0,COND_ELETRICA_ESPECIFICA,2,75.35,75.35,39.810111780802615,47.2,103.5
MA-7185-I-7,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,2,64.3,64.3,24.041630560342615,47.3,81.3
MA-7185-I-7,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,92.4,92.4,37.75950211536163,65.7,119.1
MA-7185-I-7,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,2,78.65,78.65,25.243712088359743,60.8,96.5
MA-7185-I-7,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,1,101.6,101.6,,101.6,101.6
MA-7185-I-7,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,75.15,75.15,10.81873375215418,67.5,82.8
MA-7185-I-8,RIO ITAPECURU,5.0,COND_ELETRICA_ESPECIFICA,2,35.1,35.1,0.0,35.1,35.1
MA-7185-I-8,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,2,56.75,56.75,21.5667568261897,41.5,72.0
MA-7185-I-8,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,105.0,105.0,50.91168824543142,69.0,141.0
MA-7185-I-8,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,1,50.7,50.7,,50.7,50.7
MA-7185-I-8,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,2,67.35,67.35,33.30472939388639,43.8,90.9
MA-7185-I-8,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,65.5,65.5,10.32375900532359,58.2,72.8
MA-7185-I-9,RIO ITAPECURU,5.0,COND_ELETRICA_ESPECIFICA,2,42.2,42.2,3.1112698372208056,40.0,44.4
MA-7185-I-9,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,2,63.25,63.25,19.586857838867363,49.4,77.1
MA-7187-I-1,RIO ITAPECURU,,COND_ELETRICA_ESPECIFICA,2,23.15,23.15,14.495689014324224,12.9,33.4
MA-7187-I-11,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,1,16.2,16.2,,16.2,16.2
MA-7187-I-2,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,1,16.7,16.7,,16.7,16.7
MA-7187-I-4,RIO ALPERCATAS,10.0,COND_ELETRICA_ESPECIFICA,1,13.8,13.8,,13.8,13.8
MA-7187-I-4,RIO ITAPECURU,,COND_ELETRICA_ESPECIFICA,2,11.9,11.9,2.8284271247461903,9.9,13.9
MA-7189-I-4,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,1,10.8,10.8,,10.8,10.8
MA-7191-IE-4,RIO ITAPECURU,1.0,COND_ELETRICA_ESPECIFICA,1,2270.0,2270.0,,2270.0,2270.0
MA-7191-IE-4,RIO ITAPECURU,2.0,COND_ELETRICA_ESPECIFICA,2,111.7,111.7,11.596551211459383,103.5,119.9
MA-7191-IE-4,RIO ITAPECURU,3.0,COND_ELETRICA_ESPECIFICA,2,19610.65,19610.65,12076.464583850691,11071.3,28150.0
MA-7191-IE-4,RIO ITAPECURU,4.0,COND_ELETRICA_ESPECIFICA,2,117.80000000000001,117.80000000000001,70.00357133746822,68.3,167.3
MA-7191-IE-4,RIO ITAPECURU,5.0,COND_ELETRICA_ESPECIFICA,2,2167.5,2167.5,1078.337841309485,1405.0,2930.0
MA-7191-IE-4,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,1,85.6,85.6,,85.6,85.6
MA-7191-IE-4,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,174.85000000000002,174.85000000000002,115.89480143647515,92.9,256.8
MA-7191-IE-4,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,2,200.6,200.6,283.26697654333094,0.3,400.9
MA-7191-IE-4,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,2,205.45,205.45,122.9658692483406,118.5,292.4
MA-7191-IE-4,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,1124.45,1124.45,1460.2462138283393,91.9,2157.0
MA-7191-IE-4,RIO ITAPECURU,,COND_ELETRICA_ESPECIFICA,2,95.05,95.05,41.64858941188765,65.6,124.5
MA-7199-I-1,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,1,10.3,10.3,,10.3,10.3
MA-7164-I-19,RIO ITAPECURU,1.0,TURBIDEZ,1,29.0,29.0,,29.0,29.0
MA-7164-I-19,RIO ITAPECURU,2.0,TURBIDEZ,2,41.33,41.33,32.42791698521507,18.4,64.26
MA-7164-I-19,RIO ITAPECURU,3.0,TURBIDEZ,2,63.815,63.815,63.038569542780714,19.24,108.39
MA-7164-I-19,RIO ITAPECURU,4.0,TURBIDEZ,2,27.945,27.945,19.97576656851997,13.82,42.07
MA-7164-I-19,RIO ITAPECURU,6.0,TURBIDEZ,1,90.73,90.73,,90.73,90.73
MA-7164-I-19,RIO ITAPECURU,7.0,TURBIDEZ,2,80.35,80.35,55.083618254432054,41.4,119.3
MA-7164-I-19,RIO ITAPECURU,8.0,TURBIDEZ,2,115.0,115.0,71.4177848998413,64.5,165.5
MA-7164-I-19,RIO ITAPECURU,9.0,TURBIDEZ,2,24.134999999999998,24.134999999999998,6.484169183480641,19.55,28.72
MA-7164-I-19,RIO ITAPECURU,10.0,TURBIDEZ,2,44.65,44.65,40.80006127446379,15.8,73.5
MA-7164-I-19,RIO ITAPECURU,,TURBIDEZ,2,66.15,66.15,26.09224022578359,47.7,84.6
MA-7181-I-1,RIO ITAPECURU,1.0,TURBIDEZ,1,16.3,16.3,,16.3,16.3
MA-7181-I-1,RIO ITAPECURU,2.0,TURBIDEZ,2,43.945,43.945,40.90612729164177,15.02,72.87
MA-7181-I-1,RIO ITAPECURU,3.0,TURBIDEZ,2,146.275,146.275,182.65275264829708,17.12,275.43
MA-7181-I-1,RIO ITAPECURU,4.0,TURBIDEZ,2,26.07,26.07,16.617009357883866,14.32,37.82
MA-7181-I-1,RIO ITAPECURU,5.0,TURBIDEZ,2,13.865,13.865,3.7264527368531053,11.23,16.5
MA-7181-I-1,RIO ITAPECURU,6.0,TURBIDEZ,1,84.51,84.51,,84.51,84.51
MA-7181-I-1,RIO ITAPECURU,7.0,TURBIDEZ,2,94.05,94.05,58.9019948728394,52.4,135.7
MA-7181-I-1,RIO ITAPECURU,8.0,TURBIDEZ,2,147.6,147.6,182.85781361484115,18.3,276.9
MA-7181-I-1,RIO ITAPECURU,9.0,TURBIDEZ,2,19.380000000000003,19.380000000000003,3.7759502115361623,16.71,22.05
MA-7181-I-1,RIO ITAPECURU,10.0,TURBIDEZ,2,49.6,49.6,52.90572936837749,12.19,87.01
MA-7181-I-1,RIO ITAPECURU,,TURBIDEZ,2,40.62,40.62,10.154053377838823,33.44,47.8
MA-7181-I-2,RIO ITAPECURU,1.0,TURBIDEZ,1,20.05,20.05,,20.05,20.05
MA-7181-I-2,RIO ITAPECURU,2.0,TURBIDEZ,2,27.4,27.4,5.656854249492381,23.4,31.4
MA-7181-I-2,RIO ITAPECURU,3.0,TURBIDEZ,2,8.155000000000001,8.155000000000001,10.104555903155765,1.01,15.3
MA-7181-I-2,RIO ITAPECURU,4.0,TURBIDEZ,2,292.92,292.92,400.67498649154527,9.6,576.24
MA-7181-I-2,RIO ITAPECURU,5.0,TURBIDEZ,2,9.06,9.06,1.7819090885900999,7.8,10.32
MA-7181-I-2,RIO ITAPECURU,6.0,TURBIDEZ,1,77.2,77.2,,77.2,77.2
MA-7181-I-2,RIO ITAPECURU,7.0,TURBIDEZ,2,56.735,56.735,7.120565286548536,51.7,61.77
MA-7181-I-2,RIO ITAPECURU,8.0,TURBIDEZ,2,124.03,124.03,151.08043486831775,17.2,230.86
MA-7181-I-2,RIO ITAPECURU,9.0,TURBIDEZ,2,19.905,19.905,12.15516556859675,11.31,28.5
MA-7181-I-2,RIO ITAPECURU,10.0,TURBIDEZ,2,33.635000000000005,33.635000000000005,30.851068863169072,11.82,55.45
MA-7181-I-2,RIO ITAPECURU,,TURBIDEZ,2,34.575,34.575,22.860762235761083,18.41,50.74
MA-7181-I-3,RIO ITAPECURU,1.0,TURBIDEZ,1,25.15,25.15,,25.15,25.15
MA-7181-I-3,RIO ITAPECURU,2.0,TURBIDEZ,2,42.325,42.325,35.532115754624016,17.2,67.45
MA-7181-I-3,RIO ITAPECURU,3.0,TURBIDEZ,2,65.575,65.575,62.54359479595013,21.35,109.8
MA-7181-I-3,RIO ITAPECURU,4.0,TURBIDEZ,2,23.939999999999998,23.939999999999998,18.32820776835531,10.98,36.9
MA-7181-I-3,RIO ITAPECURU,5.0,TURBIDEZ,2,12.395,12.395,2.5385133444597057,10.6,14.19
MA-7181-I-3,RIO ITAPECURU,6.0,TURBIDEZ,1,78.95,78.95,,78.95,78.95
MA-7181-I-3,RIO ITAPECURU,7.0,TURBIDEZ,2,90.28,90.28,43.020376567389555,59.86,120.7
MA-7181-I-3,RIO ITAPECURU,8.0,TURBIDEZ,2,93.61,93.61,104.87807778558873,19.45,167.77
MA-7181-I-3,RIO ITAPECURU,9.0,TURBIDEZ,2,18.515,18.515,2.6657925650732825,16.63,20.4
MA-7181-I-3,RIO ITAPECURU,10.0,TURBIDEZ,2,53.815000000000005,53.815000000000005,58.612081092552934,12.37,95.26
MA-7181-I-3,RIO ITAPECURU,,TURBIDEZ,2,51.864999999999995,51.864999999999995,6.272037149124672,47.43,56.3
MA-7181-I-4,RIO ITAPECURU,4.0,TURBIDEZ,2,43.095,43.095,49.221703038395574,8.29,77.9
MA-7181-I-4,RIO ITAPECURU,5.0,TURBIDEZ,2,29.869999999999997,29.869999999999997,9.432804461028544,23.2,36.54
MA-7181-I-4,RIO ITAPECURU,6.0,TURBIDEZ,1,121.0,121.0,,121.0,121.0
MA-7181-I-4,RIO ITAPECURU,7.0,TURBIDEZ,2,44.85,44.85,3.7476659402887,42.2,47.5
MA-7181-I-4,RIO ITAPECURU,8.0,TURBIDEZ,2,106.39500000000001,106.39500000000001,129.26619066871277,14.99,197.8
MA-7181-I-4,RIO ITAPECURU,9.0,TURBIDEZ,2,18.37,18.37,4.907321061434639,14.9,21.84
MA-7181-I-4,RIO ITAPECURU,10.0,TURBIDEZ,2,53.845000000000006,53.845000000000006,51.031896398233144,17.76,89.93
MA-7181-I-4,RIO ITAPECURU,,TURBIDEZ,2,24.085,24.085,18.97167493923507,10.67,37.5
MA-7182-I-2,RIO PERITORO,4.0,TURBIDEZ,2,39.275,39.275,38.92622830431944,11.75,66.8
MA-7182-I-2,RIO PERITORO,5.0,TURBIDEZ,2,29.515,29.515,0.23334523779155947,29.35,29.68
MA-7182-I-2,RIO PERITORO,6.0,TURBIDEZ,2,35.1,35.1,17.819090885901,22.5,47.7
MA-7182-I-2,RIO PERITORO,7.0,TURBIDEZ,2,73.98,73.98,78.9555431872899,18.15,129.81
MA-7182-I-2,RIO PERITORO,8.0,TURBIDEZ,2,124.85,124.85,103.73256480006651,51.5,198.2
MA-7182-I-2,RIO PERITORO,9.0,TURBIDEZ,2,76.37,76.37,10.564175310927018,68.9,83.84
MA-7182-I-2,RIO PERITORO,10.0,TURBIDEZ,2,94.755,94.755,84.49218928398057,35.01,154.5
MA-7182-I-2,RIO PERITORO,,TURBIDEZ,1,19.8,19.8,,19.8,19.8
MA-7182-I-3,RIO PERITORO,4.0,TURBIDEZ,2,89.3,89.3,72.40773439350247,38.1,140.5
MA-7182-I-3,RIO PERITORO,5.0,TURBIDEZ,1,47.51,47.51,,47.51,47.51
MA-7182-I-3,RIO PERITORO,6.0,TURBIDEZ,2,49.6,49.6,8.287291475506336,43.74,55.46
MA-7182-I-3,RIO PERITORO,7.0,TURBIDEZ,2,78.06,78.06,64.71441261419284,32.3,123.82
MA-7182-I-3,RIO PERITORO,8.0,TURBIDEZ,2,148.42,148.42,118.2565380856382,64.8,232.04
MA-7182-I-3,RIO PERITORO,9.0,TURBIDEZ,2,50.95,50.95,19.86970055134199,36.9,65.0
MA-7182-I-3,RIO PERITORO,10.0,TURBIDEZ,2,112.63,112.63,81.6991174982937,54.86,170.4
MA-7182-I-3,RIO PERITORO,,TURBIDEZ,1,17.85,17.85,,17.85,17.85
MA-7183-I-3,RIO ITAPECURU,3.0,TURBIDEZ,2,21.345,21.345,0.07778174593051983,21.29,21.4
MA-7183-I-3,RIO ITAPECURU,4.0,TURBIDEZ,2,32.045,32.045,24.93965617244953,14.41,49.68
MA-7183-I-3,RIO ITAPECURU,6.0,TURBIDEZ,2,30.459999999999997,30.459999999999997,21.49604614807104,15.26,45.66
MA-7183-I-3,RIO ITAPECURU,7.0,TURBIDEZ,2,23.98,23.98,33.87041481883563,0.03,47.93
MA-7183-I-3,RIO ITAPECURU,8.0,TURBIDEZ,2,60.43,60.43,59.38282748404626,18.44,102.42
MA-7183-I-3,RIO ITAPECURU,9.0,TURBIDEZ,2,10.96,10.96,15.075516574897193,0.3,21.62
MA-7183-I-3,RIO ITAPECURU,10.0,TURBIDEZ,2,36.86,36.86,18.908035328928282,23.49,50.23
MA-7183-I-4,RIO ITAPECURU,3.0,TURBIDEZ,2,20.235,20.235,0.37476659402887097,19.97,20.5
MA-7183-I-4,RIO ITAPECURU,4.0,TURBIDEZ,2,31.55,31.55,26.290230124515837,12.96,50.14
MA-7183-I-4,RIO ITAPECURU,5.0,TURBIDEZ,2,30.945,30.945,18.83025358299776,17.63,44.26
MA-7183-I-4,RIO ITAPECURU,6.0,TURBIDEZ,2,22.165,22.165,5.183092706097392,18.5,25.83
MA-7183-I-4,RIO ITAPECURU,7.0,TURBIDEZ,2,50.334999999999994,50.334999999999994,10.005560953789644,43.26,57.41
MA-7183-I-4,RIO ITAPECURU,8.0,TURBIDEZ,2,73.94,73.94,79.6909342397239,17.59,130.29
MA-7183-I-4,RIO ITAPECURU,9.0,TURBIDEZ,2,25.715,25.715,5.904341622907673,21.54,29.89
MA-7183-I-4,RIO ITAPECURU,10.0,TURBIDEZ,2,34.665,34.665,17.727167004346747,22.13,47.2
MA-7184-I-1,RIO CODOZINHO,7.0,TURBIDEZ,2,97.07999999999998,97.07999999999998,46.08921999773916,64.49,129.67
MA-7184-I-1,RIO CODOZINHO,8.0,TURBIDEZ,2,83.69500000000001,83.69500000000001,47.3549411360631,50.21,117.18
MA-7184-I-1,RIO CODOZINHO,9.0,TURBIDEZ,1,85.4,85.4,,85.4,85.4
MA-7184-I-1,RIO CODOZINHO,10.0,TURBIDEZ,1,30.57,30.57,,30.57,30.57
MA-7185-I-1,RIACHO PERITORO,3.0,TURBIDEZ,1,33.74,33.74,,33.74,33.74
MA-7185-I-1,RIACHO PERITORO,4.0,TURBIDEZ,2,50.555,50.555,14.813887065858173,40.08,61.03
MA-7185-I-1,RIACHO PERITORO,6.0,TURBIDEZ,2,49.41,49.41,17.12612624033818,37.3,61.52
MA-7185-I-1,RIACHO PERITORO,7.0,TURBIDEZ,2,78.03999999999999,78.03999999999999,83.02847824692441,19.33,136.75
MA-7185-I-1,RIACHO PERITORO,8.0,TURBIDEZ,2,89.00500000000001,89.00500000000001,84.29419938524835,29.4,148.61
MA-7185-I-1,RIACHO PERITORO,9.0,TURBIDEZ,2,33.815,33.815,17.03420235878393,21.77,45.86
MA-7185-I-1,RIACHO PERITORO,10.0,TURBIDEZ,2,68.915,68.915,44.63965109630675,37.35,100.48
MA-7185-I-1,RIACHO PERITORO,,TURBIDEZ,2,28.505000000000003,28.505000000000003,7.5589714908841925,23.16,33.85
MA-7185-I-10,RIO ITAPECURU,3.0,TURBIDEZ,2,23.5,23.5,2.8284271247461903,21.5,25.5
MA-7185-I-10,RIO ITAPECURU,4.0,TURBIDEZ,2,23.65,23.65,3.804234482783624,20.96,26.34
MA-7185-I-10,RIO ITAPECURU,6.0,TURBIDEZ,2,24.695,24.695,1.1667261889578024,23.87,25.52
MA-7185-I-10,RIO ITAPECURU,7.0,TURBIDEZ,2,43.39,43.39,19.445436482630058,29.64,57.14
MA-7185-I-10,RIO ITAPECURU,8.0,TURBIDEZ,2,86.34,86.34,61.88598548944663,42.58,130.1
MA-7185-I-10,RIO ITAPECURU,9.0,TURBIDEZ,2,40.589999999999996,40.589999999999996,15.853334034202392,29.38,51.8
MA-7185-I-10,RIO ITAPECURU,10.0,TURBIDEZ,2,47.045,47.045,30.723789642555488,25.32,68.77
MA-7185-I-11,RIO ITAPECURU,3.0,TURBIDEZ,2,19.75,19.75,2.9557063453597685,17.66,21.84
MA-7185-I-11,RIO ITAPECURU,4.0,TURBIDEZ,2,21.215,21.215,12.183449839844213,12.6,29.83
MA-7185-I-11,RIO ITAPECURU,5.0,TURBIDEZ,2,77.66499999999999,77.66499999999999,70.42076433836826,27.87,127.46
MA-7185-I-11,RIO ITAPECURU,6.0,TURBIDEZ,2,24.84,24.84,2.630437226013956,22.98,26.7
MA-7185-I-11,RIO ITAPECURU,7.0,TURBIDEZ,2,43.185,43.185,5.593214639185596,39.23,47.14
MA-7185-I-11,RIO ITAPECURU,8.0,TURBIDEZ,2,80.845,80.845,78.9343299838543,25.03,136.66
MA-7185-I-11,RIO ITAPECURU,9.0,TURBIDEZ,2,32.845,32.845,6.922575387816301,27.95,37.74
MA-7185-I-11,RIO ITAPECURU,10.0,TURBIDEZ,2,39.71,39.71,19.388867940135135,26.0,53.42
MA-7185-I-12,RIO ITAPECURU,3.0,TURBIDEZ,2,18.515,18.515,2.170817818242701,16.98,20.05
MA-7185-I-12,RIO ITAPECURU,4.0,TURBIDEZ,2,23.545,23.545,11.306637431172895,15.55,31.54
MA-7185-I-12,RIO ITAPECURU,5.0,TURBIDEZ,2,43.27,43.27,38.72116733777535,15.89,70.65
MA-7185-I-12,RIO ITAPECURU,6.0,TURBIDEZ,2,23.935000000000002,23.935000000000002,0.7707463914933379,23.39,24.48
MA-7185-I-12,RIO ITAPECURU,7.0,TURBIDEZ,2,29.015,29.015,11.787470042379748,20.68,37.35
MA-7185-I-12,RIO ITAPECURU,8.0,TURBIDEZ,2,61.92999999999999,61.92999999999999,41.76172649687749,32.4,91.46
MA-7185-I-12,RIO ITAPECURU,9.0,TURBIDEZ,2,37.825,37.825,16.015968593875304,26.5,49.15
MA-7185-I-12,RIO ITAPECURU,10.0,TURBIDEZ,2,33.97,33.97,11.78039897456788,25.64,42.3
MA-7185-I-3,RIO TAPUIO,2.0,TURBIDEZ,2,17.51,17.51,9.319667376038696,10.92,24.1
MA-7185-I-3,RIO TAPUIO,3.0,TURBIDEZ,2,40.885,40.885,15.43614103330233,29.97,51.8
MA-7185-I-3,RIO TAPUIO,4.0,TURBIDEZ,2,23.775,23.775,9.510586206959065,17.05,30.5
MA-7185-I-3,RIO TAPUIO,5.0,TURBIDEZ,2,47.585,47.585,0.6858935777509503,47.1,48.07
MA-7185-I-3,RIO TAPUIO,6.0,TURBIDEZ,2,40.675,40.675,20.04647724663862,26.5,54.85
MA-7185-I-3,RIO TAPUIO,7.0,TURBIDEZ,1,50.97,50.97,,50.97,50.97
MA-7185-I-3,RIO TAPUIO,8.0,TURBIDEZ,1,48.28,48.28,,48.28,48.28
MA-7185-I-3,RIO TAPUIO,9.0,TURBIDEZ,2,67.025,67.025,35.008856736545965,42.27,91.78
MA-7185-I-3,RIO TAPUIO,10.0,TURBIDEZ,2,39.745,39.745,23.850711729422247,22.88,56.61
MA-7185-I-3,RIO TAPUIO,,TURBIDEZ,1,22.51,22.51,,22.51,22.51
