ID_AMOSTRA,LINHA_BASE,ANO,PERIODO,CAMPANHA,ABA_ORIGEM,LINHA_ORIGEM,RNQA,HIDRO,ROTA,MUNICIPIO,CORPODAGUA,NUMERO_COLETA,NUMERO_LAUDO,DATA_COLETA,HORARIO_COLETA,NUMERO_MEDICAO,LATITUDE,LONGITUDE,CHOVEU_EM_24H,PROFUNDIDADE,VAZAO,TEMPERATURA_AR,TEMPERATURA_AGUA,PH,OXIGENIO_DISSOLVIDO,COND_ELETRICA_ESPECIFICA,TURBIDEZ,SALINIDADE,ALCALINIDADE,TRANSPARENCIA_AGUA,SOLIDOS_DISSOLVIDOS,SOLIDOS_SUSPENSOS,CLORETO_TOTAL,FLUORETO_TOTAL,BROMETO_TOTAL,NITRATO,NITRITO,SULFATO,FOSFATO_TOTAL,ORTOFOSFATO,FOSFORO_TOTAL,NITROGENIO_AMONIACAL,SITUACAO,OBSERVACOES,ORIG_FLUORETO_TOTAL,ORIG_BROMETO_TOTAL,ORIG_NITRATO,ORIG_NITRITO,ORIG_SULFATO,ORIG_FOSFATO_TOTAL,BACIA_ITAPECURU,CRITERIO_BACIA,FLAG_VALOR_INVALIDO,MOTIVO_VALOR_INVALIDO,VALIDO_PARA_CALCULO,OUTLIER_PROFUNDIDADE,OUTLIER_VAZAO,OUTLIER_TEMPERATURA_AR,OUTLIER_TEMPERATURA_AGUA,OUTLIER_PH,OUTLIER_OXIGENIO_DISSOLVIDO,OUTLIER_COND_ELETRICA_ESPECIFICA,OUTLIER_TURBIDEZ,OUTLIER_SALINIDADE,OUTLIER_ALCALINIDADE,OUTLIER_TRANSPARENCIA_AGUA,OUTLIER_SOLIDOS_DISSOLVIDOS,OUTLIER_SOLIDOS_SUSPENSOS,OUTLIER_CLORETO_TOTAL,OUTLIER_FLUORETO_TOTAL,OUTLIER_BROMETO_TOTAL,OUTLIER_NITRATO,OUTLIER_NITRITO,OUTLIER_SULFATO,OUTLIER_FOSFATO_TOTAL,OUTLIER_ORTOFOSFATO,OUTLIER_FOSFORO_TOTAL,OUTLIER_NITROGENIO_AMONIACAL,N_OUTLIERS_LINHA
ITA-0274,1671,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,104,MA-7185-I-6,33530000.0,6.0,GOVERNADOR EUGENIO BARROS,RIO ITAPECURU,137 QL/2023,137 QL/2023,2023-06-14,14:26:00,1.0,,,,,47.78,26.8,28.54,6.91,7.31,62.7,29.32,0.03,24.0,0.2,940.0,3.0,,,,,,,,,,,NAO APLICAVEL; COORDENADA FORA DO MARANHAO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,1
ITA-0275,1672,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,105,MA-7184-I-1,,6.0,GONCALVES DIAS,RIO CODOZINHO,138 QL/2023,138 QL/2023,2023-06-14,15:21:00,1.0,,,,,,27.18,29.26,6.38,1.98,298.6,85.4,0.14,58.0,,920.0,120.0,,,,,,,,,,,TEXTO: N. A.; NAO APLICAVEL; COORDENADA FORA DO MARANHAO; HIDRO NAO INFORMADO NA ORIGEM (NAO POSSUI),,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,True,True,False,True,False,,True,True,,,,,,,,,,,5
ITA-0276,1674,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,3,MA-7181-I-4,33698050.0,1.0,ROSARIO,RIO ITAPECURU,215,215,2023-11-22,12:08:00,2.0,-3.05814,-44.25304,,,,27.31,30.62,7.58,7.01,72.01,21.84,0.03,56.0,0.4,1220.0,53.33,,,,,,,,,,,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,1
ITA-0277,1676,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,5,MA-7181-I-2,33693000.0,1.0,SANTA RITA,RIO ITAPECURU,211,211,2023-11-22,11:20:00,2.0,-3.16104,-44.865,,,,24.81,32.36,7.73,8.65,70.7,11.31,0.03,40.0,0.6,740.0,83.33,,,,,,,,,,,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,1
ITA-0278,1678,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,7,MA-7181-I-3,33685000.0,1.0,ITAPECURU-MIRIM,RIO ITAPECURU,210,210,2023-11-22,08:40:00,2.0,-3.59762,-44.40028,,,,26.94,30.32,7.44,7.26,64.0,20.4,0.03,56.0,0.3,260.0,20.0,,,,,,,,,,,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,0
ITA-0279,1679,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,8,MA-7181-I-1,33690000.0,1.0,ITAPECURU-MIRIM,RIO ITAPECURU,212,212,2023-11-22,09:50:00,2.0,-3.37329,-44.34638,,,,26.14,29.9,7.35,7.59,65.8,22.05,0.03,52.0,0.3,340.0,23.33,,,,,,,,,,,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,0
ITA-0280,1685,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,14,MA-7191-IE-4,33698000.0,1.0,ROSARIO,RIO ITAPECURU,213,213,2023-11-22,13:02:00,2.0,-2.90605,-44.25041,,,,26.75,31.47,8.11,7.47,292.4,96.47,0.14,64.0,0.15,1180.0,90.0,,,,,,,,,,,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,True,False,True,False,False,True,False,,,,,,,,,,,3
ITA-0281,1688,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,17,MA-7164-I-19,33680001.0,1.0,CANTANHEDE,RIO ITAPECURU,214,214,2023-11-22,08:20:00,2.0,-3.62958,-44.37784,,,26.7,28.94,30.33,7.38,6.93,64.1,28.72,0.03,48.0,0.4,1660.0,60.0,,,,,,,,,,,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,1
ITA-0282,1751,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,80,MA-7185-I-3,33631001.0,6.0,SAO MATEUS DO MARANHAO,RIO TAPUIO,286,286,2023-10-16,10:08:00,2.0,-4.0108,-44.442,,,,26.72,30.42,6.99,5.09,279.1,91.78,0.13,78.0,0.15,180.0,15.67,,,,,,,,,,,,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,True,False,True,True,False,False,False,,,,,,,,,,,3
ITA-0283,1764,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,93,MA-7185-I-5,33638000.0,7.0,COROATA,RIO PIRAPEMAS,300,300,2023-10-25,12:55:00,2.0,-3.9362,-44.0187,,,,26.84,33.78,7.04,7.72,338.6,40.31,0.16,38.0,0.3,80.0,14.75,,,,,,,,,,,,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,True,False,False,True,False,True,False,False,False,False,,,,,,,,,,,3
ITA-0284,1765,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,94,MA-7185-I-11,33550020.0,7.0,CAXIAS,RIO ITAPECURU,301,301,2023-10-26,07:50:00,2.0,-4.7936,-43.3904,,,,25.01,30.12,6.39,7.06,45.3,27.95,0.02,18.0,0.4,120.0,47.56,,,,,,,,,,,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,0
ITA-0285,1767,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,96,MA-7183-I-4,33630010.0,7.0,COROATA,RIO ITAPECURU,303,303,2023-10-25,10:22:00,2.0,-3.9628,-44.1882,,,,27.48,31.62,7.37,8.17,71.8,21.54,0.03,30.0,0.2,0.0,14.9,,,,,,,,,,,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,0
ITA-0286,1768,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,97,MA-7182-I-3,33661020.0,7.0,PIRAPEMAS,RIO PERITORO,304,304,2023-10-25,09:16:00,2.0,-3.8627,-44.2878,,,,26.82,29.78,7.25,6.32,757.0,36.9,0.37,54.0,0.2,360.0,25.25,,,,,,,,,,,,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,True,False,True,False,False,False,False,,,,,,,,,,,2
ITA-0287,1769,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,98,MA-7182-I-2,33661010.0,7.0,PIRAPEMAS,RIO PERITORO,305,305,2023-10-25,08:52:00,2.0,-3.7367,-44.2874,,,,25.35,30.29,7.1,4.63,741.0,83.84,0.36,68.0,0.2,340.0,18.25,,,,,,,,,,,,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,True,False,True,False,False,False,False,,,,,,,,,,,2
ITA-0288,1770,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,99,MA-7185-I-12,33482100.0,7.0,CAXIAS,RIO ITAPECURU,306,306,2023-10-26,11:21:00,2.0,-4.8621,-43.4654,,,,27.82,30.85,6.69,7.63,33.3,26.5,0.01,22.0,0.3,20.0,25.75,,,,,,,,,,,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,0
ITA-0289,1772,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,101,MA-7185-I-8,33550000.0,7.0,CAXIAS,RIO ITAPECURU,308,308,2023-10-26,10:15:00,2.0,-4.8673,-43.3636,,,33.6,26.87,30.62,6.62,7.42,43.8,124.28,0.02,24.0,0.6,57760.0,19.8,,,,,,,,,,,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,False,False,False,False,False,False,True,False,False,False,True,False,,,,,,,,,,,2
ITA-0290,1773,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,102,MA-7185-I-1,33661000.0,7.0,PIRAPEMAS,RIACHO PERITORO,309,309,2023-10-25,07:37:00,2.0,-3.7091,-44.2869,,,,25.32,28.16,7.63,6.22,403.7,21.77,0.19,82.0,0.3,260.0,19.5,,,,,,,,,,,SEM DADOS (PCD),,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,True,False,True,True,False,False,False,,,,,,,,,,,3
ITA-0291,1774,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,103,MA-7183-I-3,33630000.0,7.0,COROATA,RIO ITAPECURU,310,310,2023-10-25,11:24:00,2.0,-4.1243,-44.1298,,,13.6,30.15,31.94,7.59,8.48,67.6,21.62,0.03,28.0,0.3,140.0,39.0,,,,,,,,,,,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,0
ITA-0292,1775,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,104,MA-7185-I-7,33590000.0,7.0,CODO,RIO ITAPECURU,311,311,2023-10-25,14:09:00,2.0,-4.4548,-43.8791,,,13.7,29.75,32.58,7.52,8.05,50.3,34.38,0.02,20.0,0.3,-60.0,24.25,,,,,,,,,,,VALOR ATIPICO EM SOLIDOS_DISSOLVIDOS,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,SIM,SOLIDOS_DISSOLVIDOS=-60 (NEGATIVO) | VALOR CONFERIDO NA ABA DE ORIGEM: JA CONSTA ASSIM NO DADO BRUTO,False,,,,,,,,,,,,,,,,,,,,,,,,0
ITA-0293,1776,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,105,MA-7185-I-10,33550010.0,7.0,CAXIAS,RIO ITAPECURU,312,312,2023-10-26,09:12:00,2.0,-4.6771,-43.5425,,,,24.75,30.16,6.65,7.29,46.2,29.38,0.02,20.0,0.3,60.0,28.54,,,,,,,,,,,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,0
ITA-0294,1777,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,106,MA-7185-I-6,33530000.0,7.0,GOVERNADOR EUGENIO BARROS,RIO ITAPECURU,313,313,2023-10-26,13:25:00,2.0,-5.3398,-43.8852,,,31.5,27.12,30.64,6.87,7.61,29.1,23.79,0.01,28.0,0.3,60.0,12.4,,,,,,,,,,,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,0
ITA-0295,1778,2023,9.0,2.0,2023- 9 PERIODO 2A CAMPANHA,107,MA-7184-I-1,,7.0,GONCALVES DIAS,RIO CODOZINHO,314,314,,,2.0,-5.15973,-44.07358,,,,,,,,,,,,,,,,,,,,,,,,,SECO; HIDRO NAO INFORMADO NA ORIGEM (NAO POSSUI),,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,,,,,,,,,,,,,,,,,,,,,,0
ITA-0296,1796,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,3,MA-7181-I-4,33698050.0,1.0,ROSARIO,RIO ITAPECURU,85 QL/2024,85 QL/2024,2024-03-05,12:25:00,3.0,-3.15818,-44.28709,SIM,,,26.61,28.54,4.16,5.24,82.8,89.93,0.04,20.0,0.3,53.7,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,1
ITA-0297,1798,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,5,MA-7181-I-2,33693000.0,1.0,SANTA RITA,RIO ITAPECURU,87 QL/2024,87 QL/2024,2024-03-05,11:37:00,3.0,-3.15818,-44.34472,SIM,,,25.48,28.84,4.16,,91.4,55.45,0.04,42.0,0.3,59.08,,,,,,,,,,,,NAO MEDIDO; VALOR ATIPICO EM OXIGENIO_DISSOLVIDO; VALOR IMPOSSIVEL EM OXIGENIO_DISSOLVIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,True,,False,False,False,False,False,False,,,,,,,,,,,,1
ITA-0298,1800,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,7,MA-7181-I-3,33685000.0,1.0,ITAPECURU-MIRIM,RIO ITAPECURU,89 QL/2024,89 QL/2024,2024-03-05,09:21:00,3.0,-3.59533,-44.40044,SIM,,,27.02,28.47,4.13,5.79,102.3,95.26,0.05,22.0,0.3,65.84,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,1
ITA-0299,1801,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,8,MA-7181-I-1,33690000.0,1.0,ITAPECURU-MIRIM,RIO ITAPECURU,90 QL/2024,90 QL/2024,2024-03-05,10:34:00,3.0,-3.37039,-44.34472,SIM,,,25.33,28.59,4.16,5.57,96.6,87.01,0.04,28.0,0.3,62.73,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,1
ITA-0300,1807,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,14,MA-7191-IE-4,33698000.0,1.0,ROSARIO,RIO ITAPECURU,96 QL/2024,96 QL/2024,2024-03-05,14:00:00,3.0,-2.90605,-44.25041,SIM,,,28.26,29.14,4.18,5.38,91.9,65.85,0.04,22.0,0.3,59.65,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,1
ITA-0301,1810,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,17,MA-7164-I-19,33680001.0,1.0,CANTANHEDE,RIO ITAPECURU,99 QL/2024,99 QL/2024,2024-03-05,08:40:00,3.0,-3.59533,-44.40044,SIM,,,26.57,28.32,4.14,5.45,100.2,73.5,0.05,20.0,0.3,65.12,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,1
ITA-0302,1873,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,80,MA-7185-I-3,33631001.0,6.0,SAO MATEUS DO MARANHAO,RIO TAPUIO,02 QL/2024,02 QL/2024,2024-01-17,15:44:00,3.0,-4.01,-44.4643,SIM,,,26.98,29.31,6.9,42.5,266.1,56.61,0.13,102.0,0.3,172.77,,,,,,,,,,,,NAO MEDIDO; VALOR ATIPICO EM OXIGENIO_DISSOLVIDO,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,True,True,False,True,True,False,False,,,,,,,,,,,,4
ITA-0303,1886,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,93,MA-7185-I-5,33638000.0,7.0,COROATA,RIO PIRAPEMAS,42 QL/2024,42 QL/2024,2024-02-07,16:01:00,3.0,-3.93619,-44.01861,,,,,32.2,5.55,6.62,253.6,9.97,0.12,56.0,,164.8,,,,,,,,,,,,NAO MEDIDO; TEXTO: N. A.,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,,False,False,False,True,False,True,False,,False,,,,,,,,,,,,2
ITA-0304,1887,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,94,MA-7185-I-11,33550020.0,7.0,CAXIAS,RIO ITAPECURU,43 QL/2024,43 QL/2024,2024-02-06,18:00:00,3.0,-4.79262,-43.38984,,,,30.78,,6.84,7.06,73.2,53.42,0.03,26.0,0.2,47.64,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,,0
ITA-0305,1889,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,96,MA-7183-I-4,33630010.0,7.0,COROATA,RIO ITAPECURU,45 QL/2024,45 QL/2024,2024-02-06,09:30:00,3.0,-3.96281,-44.18821,,,,27.1,29.78,3.96,7.21,97.1,47.2,0.04,40.0,0.1,63.26,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,1
ITA-0306,1890,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,97,MA-7182-I-3,33661020.0,7.0,PIRAPEMAS,RIO PERITORO,46 QL/2024,46 QL/2024,2024-02-06,08:20:00,3.0,-3.86274,-44.28723,,,,27.51,29.18,3.96,5.66,329.1,170.4,0.16,44.0,0.1,214.07,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,True,False,True,True,True,False,False,False,,,,,,,,,,,,4
ITA-0307,1891,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,98,MA-7182-I-2,33661010.0,7.0,PIRAPEMAS,RIO PERITORO,47 QL/2024,47 QL/2024,2024-02-06,08:00:00,3.0,-3.82357,-44.28692,,,,26.44,29.13,3.94,5.16,283.7,154.5,0.13,24.0,0.1,184.62,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,True,False,True,True,True,False,False,False,,,,,,,,,,,,4
ITA-0308,1892,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,99,MA-7185-I-12,33482100.0,7.0,CAXIAS,RIO ITAPECURU,48 QL/2024,48 QL/2024,2024-02-07,09:50:00,3.0,-5.08488,-43.46549,,,,,29.74,6.68,7.25,71.2,42.3,0.03,22.0,0.3,46.3,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,0
ITA-0309,1894,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,101,MA-7185-I-8,33550000.0,7.0,CAXIAS,RIO ITAPECURU,50 QL/2024,50 QL/2024,2024-02-07,08:46:00,3.0,-4.86734,-43.36666,,,,26.49,29.75,6.7,7.13,72.8,43.61,0.03,36.0,0.15,47.31,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,0
ITA-0310,1895,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,102,MA-7185-I-1,33661000.0,7.0,PIRAPEMAS,RIACHO PERITORO,51 QL/2024,51 QL/2024,2024-02-06,07:12:00,3.0,-3.70915,-44.28714,,,,26.46,28.06,3.95,5.68,148.9,100.48,0.07,52.0,0.15,,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,1
ITA-0311,1896,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,103,MA-7183-I-3,33630000.0,7.0,COROATA,RIO ITAPECURU,52 QL/2024,52 QL/2024,2024-02-06,10:03:00,3.0,-4.12416,-44.12984,,,,29.3,30.05,3.97,7.13,100.4,50.23,0.05,42.0,0.1,65.25,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,1
ITA-0312,1897,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,104,MA-7185-I-7,33590000.0,7.0,CODO,RIO ITAPECURU,53 QL/2024,53 QL/2024,2024-02-06,12:05:00,3.0,-4.45535,-43.8796,,,,27.73,31.02,3.98,7.3,82.8,47.2,0.04,32.0,0.6,53.9,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,1
ITA-0313,1898,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,105,MA-7185-I-10,33550010.0,7.0,CAXIAS,RIO ITAPECURU,54 QL/2024,54 QL/2024,2024-02-06,17:00:00,3.0,-4.67747,-43.54262,,,,27.77,35.22,6.88,6.87,77.2,68.77,0.03,28.0,0.1,50.17,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,1
ITA-0314,1899,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,106,MA-7185-I-6,33530000.0,7.0,GOVERNADOR EUGENIO BARROS,RIO ITAPECURU,55 QL/2024,55 QL/2024,2024-02-07,10:53:00,3.0,-5.33973,-43.88522,,,,26.3,29.68,5.95,7.25,58.0,33.03,0.03,62.0,0.15,37.7,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,0
ITA-0315,1900,2024,10.0,1.0,2024 10° PERIODO 1A CAMPANHA,107,MA-7184-I-1,,7.0,GONCALVES DIAS,RIO CODOZINHO,56 QL/2024,56 QL/2024,2024-02-07,11:45:00,3.0,-5.16061,-44.07315,,,,26.41,31.54,5.82,3.02,215.6,30.57,0.1,64.0,,140.22,,,,,,,,,,,,NAO MEDIDO; TEXTO: N. A.; HIDRO NAO INFORMADO NA ORIGEM (NAO POSSUI),,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,True,False,False,False,False,,False,,,,,,,,,,,,1
ITA-0316,1956,2024,10.0,2.0,2024 10° PERIODO 2A CAMPANHA,41,MA-7185-I-1,33661000.0,4.0,PIRAPEMAS,RIACHO PERITORO,158 QL/2024,158 QL/2024,2024-08-19,08:34:00,4.0,-3.7092,-44.2877,NAO,,,26.3,28.71,6.66,5.91,254.8,37.35,0.12,50.0,0.6,165.74,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,True,False,True,False,False,False,,,,,,,,,,,,2
ITA-0317,1958,2024,10.0,2.0,2024 10° PERIODO 2A CAMPANHA,43,MA-7182-I-2,33661010.0,4.0,PIRAPEMAS,RIO PERITORO,160 QL/2024,160 QL/2024,2024-08-19,09:32:00,4.0,-3.8231,-44.2874,NAO,,,25.99,28.87,6.66,5.93,524.0,35.01,0.25,36.0,0.3,340.68,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,True,False,True,False,False,False,,,,,,,,,,,,2
ITA-0318,1959,2024,10.0,2.0,2024 10° PERIODO 2A CAMPANHA,44,MA-7182-I-3,33661020.0,4.0,PIRAPEMAS,RIO PERITORO,161 QL/2024,161 QL/2024,2024-08-19,09:52:00,4.0,-3.8628,-44.2879,NAO,,,26.15,27.83,6.49,5.97,522.0,54.86,0.25,46.0,0.3,339.24,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,True,False,True,False,False,False,,,,,,,,,,,,2
ITA-0319,1960,2024,10.0,2.0,2024 10° PERIODO 2A CAMPANHA,45,MA-7183-I-4,33630010.0,4.0,COROATA,RIO ITAPECURU,162 QL/2024,162 QL/2024,2024-08-19,11:00:00,4.0,-3.9628,-44.1888,NAO,,,25.14,29.28,6.57,8.41,85.1,22.13,0.04,54.0,0.45,55.17,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,0
ITA-0320,1961,2024,10.0,2.0,2024 10° PERIODO 2A CAMPANHA,46,MA-7183-I-3,33630000.0,4.0,COROATA,RIO ITAPECURU,163 QL/2024,163 QL/2024,2024-08-19,12:05:00,4.0,-4.1242,-44.1298,NAO,,,26.12,29.67,7.04,8.16,82.0,23.49,0.04,50.0,0.6,51.02,,,,,,,,,,,,NAO MEDIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,0
